"Id","YearBuilt","YearRemodelled","NumberOfBedrooms","NumberOfBathrooms","NumberOfFloors","LivingArea","BasementExisting","FireplaceExisting","PoolExisting","GarageExisting","GarageCarCount","CloseToCommute","SalesCondition","ZipCode","City","StateAbbreviation","State","SalesPrice"
240,1925,0,4,1.0,1.5,1610,0,1,1,0,0,0,4,98144,"SEATTLE","WA","Washington",535000.0
241,1964,0,3,2.5,1.0,2400,1,0,1,1,3,1,3,98177,"SEATTLE","WA","Washington",660000.0
242,1969,1969,1,2.0,3.0,988,1,1,0,1,2,0,4,96117,"LITCHFIELD","CA","California",180000.0
243,1987,0,3,2.0,1.0,1450,0,0,1,0,0,1,3,98034,"KIRKLAND","WA","Washington",391500.0
244,1939,1950,3,1.0,1.5,1123,1,0,0,1,1,1,4,96118,"LOYALTON","CA","California",100000.0
245,1953,0,2,1.0,1.0,770,0,0,1,1,1,0,3,98117,"SEATTLE","WA","Washington",395000.0
246,1958,1958,3,1.0,1.0,1080,1,0,0,1,1,1,4,96119,"MADELINE","CA","California",136000.0
247,1924,0,4,1.75,1.5,2100,1,1,0,0,0,1,5,98118,"SEATTLE","WA","Washington",445000.0
248,1993,1993,2,2.0,1.0,1199,1,0,0,1,2,1,4,96120,"MARKLEEVILLE","CA","California",153900.0
249,1990,0,3,2.25,2.0,2910,0,1,1,1,2,0,3,98052,"REDMOND","WA","Washington",770000.0
250,1979,1998,3,2.0,1.0,1586,1,1,0,1,2,1,4,96121,"MILFORD","CA","California",181000.0
251,1914,1992,4,2.75,1.5,2750,1,0,0,0,0,1,3,98004,"BELLEVUE","WA","Washington",1450000.0
252,1935,1982,2,2.0,1.5,754,1,0,0,0,0,1,4,96122,"PORTOLA","CA","California",84500.0
253,1976,1976,2,2.0,1.0,958,1,1,0,1,2,0,4,96129,"BECKWOURTH","CA","California",128000.0
254,1967,0,3,2.25,1.0,2100,1,0,0,0,0,1,3,98178,"SEATTLE","WA","Washington",445000.0
255,1978,0,4,2.25,1.0,2160,1,1,0,1,1,1,3,98023,"FEDERAL WAY","WA","Washington",260000.0
256,1930,1950,3,1.0,1.5,840,1,1,0,0,0,1,4,96123,"RAVENDALE","CA","California",87000.0
257,1966,1966,3,1.5,2.0,1348,1,1,0,1,2,1,4,96132,"TERMO","CA","California",155000.0
258,1926,0,5,3.5,2.0,2320,1,0,1,0,0,1,5,98103,"SEATTLE","WA","Washington",822500.0
259,1958,1991,3,2.0,1.0,1053,1,0,0,1,2,1,5,96124,"CALPINE","CA","California",150000.0
260,2004,0,4,2.5,2.0,2070,0,1,1,0,0,0,3,98065,"SNOQUALMIE","WA","Washington",430000.0
261,1966,1966,4,2.5,2.0,2157,1,1,0,1,2,1,4,96125,"SIERRA CITY","CA","California",226000.0
262,1986,0,3,1.75,1.0,1060,0,1,0,1,1,1,4,98092,"AUBURN","WA","Washington",212000.0
263,2000,2000,3,3.5,2.0,2054,1,1,0,1,2,1,4,96126,"SIERRAVILLE","CA","California",244000.0
264,1986,0,4,2.25,1.0,2010,1,1,0,0,0,1,3,98027,"ISSAQUAH","WA","Washington",660500.0
265,1989,0,3,3.5,1.5,3950,1,1,0,0,0,1,3,98052,"REDMOND","WA","Washington",784000.0
266,1959,2002,3,2.0,1.0,1327,1,0,0,1,2,1,4,96150,"SOUTH LAKE TAHOE","CA","California",150750.0
267,2014,0,3,2.5,2.0,2010,1,1,0,1,1,0,3,98029,"ISSAQUAH","WA","Washington",453246.0
268,2001,2002,2,3.0,1.0,1296,1,0,0,1,2,0,4,96151,"SOUTH LAKE TAHOE","CA","California",220000.0
269,2005,0,4,3.5,3.0,2140,0,1,0,1,3,1,3,98107,"SEATTLE","WA","Washington",675000.0
270,1968,1993,3,2.5,1.0,1721,1,1,0,1,2,0,4,96152,"SOUTH LAKE TAHOE","CA","California",180000.0
271,1970,1970,3,2.0,1.0,1682,1,1,0,1,2,0,4,96154,"SOUTH LAKE TAHOE","CA","California",174000.0
272,1956,0,3,1.75,1.0,1320,0,0,0,1,1,1,4,98003,"FEDERAL WAY","WA","Washington",199000.0
273,1968,0,4,1.75,1.0,2020,1,1,1,1,1,1,3,98003,"FEDERAL WAY","WA","Washington",220000.0
274,1967,1967,3,2.0,1.0,1214,1,1,0,1,1,1,4,96155,"SOUTH LAKE TAHOE","CA","California",143000.0
275,1988,1989,5,3.0,1.0,1959,1,0,0,1,3,1,3,96156,"SOUTH LAKE TAHOE","CA","California",171000.0
276,1968,0,4,2.25,1.0,2590,1,1,1,0,0,1,4,98028,"KENMORE","WA","Washington",452000.0
277,1999,2000,3,2.5,2.0,1852,1,1,0,1,3,1,4,96157,"SOUTH LAKE TAHOE","CA","California",230000.0
278,1981,0,2,1.0,1.0,1190,0,0,1,0,0,1,3,98125,"SEATTLE","WA","Washington",382500.0
279,1997,1997,3,3.5,2.0,1764,1,0,0,1,2,1,4,96158,"SOUTH LAKE TAHOE","CA","California",231500.0
280,2014,0,3,2.25,3.0,1170,0,0,1,1,3,0,3,98107,"SEATTLE","WA","Washington",519950.0
281,1971,1971,3,1.0,1.0,864,1,1,0,0,0,0,4,96128,"STANDISH","CA","California",115000.0
282,1925,0,2,1.0,1.0,1110,0,1,1,0,0,1,3,98119,"SEATTLE","WA","Washington",665000.0
283,1968,0,5,2.5,1.0,2820,1,0,1,1,3,1,4,98006,"BELLEVUE","WA","Washington",527700.0
284,2005,2005,3,3.0,1.0,1734,1,0,0,1,2,0,4,96127,"SUSANVILLE","CA","California",260000.0
285,1952,1952,4,2.0,1.5,1385,1,0,0,1,2,0,4,96130,"SUSANVILLE","CA","California",166000.0
286,1962,0,3,1.0,1.0,1610,1,1,1,0,0,1,4,98058,"RENTON","WA","Washington",205000.0
287,1999,1999,3,3.0,1.0,1501,1,0,0,1,2,1,4,96145,"TAHOE CITY","CA","California",204000.0
288,1923,0,3,1.0,1.0,1060,1,1,1,0,0,1,4,98133,"SEATTLE","WA","Washington",420000.0
289,1961,0,4,2.25,1.0,2030,1,1,0,1,1,1,4,98006,"BELLEVUE","WA","Washington",500000.0
290,1963,1963,6,3.0,1.0,1728,1,0,0,1,3,0,5,96146,"OLYMPIC VALLEY","CA","California",125000.0
291,1994,0,4,2.5,2.0,3670,0,1,1,0,0,0,4,98077,"WOODINVILLE","WA","Washington",921500.0
292,2004,2006,3,2.0,2.0,1709,1,0,0,1,2,1,4,96148,"TAHOE VISTA","CA","California",130000.0
293,1905,0,4,1.0,2.0,2550,1,0,1,1,3,1,3,98109,"SEATTLE","WA","Washington",890000.0
294,1931,1993,2,2.0,1.0,875,1,0,0,1,1,0,4,96133,"TOPAZ","CA","California",105000.0
295,2001,2001,3,2.5,2.0,2035,1,1,0,1,2,0,4,96160,"TRUCKEE","CA","California",222500.0
296,2007,0,2,2.5,2.0,2420,0,0,0,1,1,0,3,98027,"ISSAQUAH","WA","Washington",430000.0
297,2004,2005,3,2.0,1.0,1080,1,0,0,0,0,0,4,96161,"TRUCKEE","CA","California",91000.0
298,1960,0,5,2.0,1.0,2260,1,1,0,0,0,1,4,98032,"KENT","WA","Washington",258000.0
299,1936,1950,3,1.0,1.5,1344,1,0,0,1,1,0,4,96162,"TRUCKEE","CA","California",115000.0
300,1947,0,3,1.0,1.0,1430,1,1,1,1,2,0,3,98103,"SEATTLE","WA","Washington",511000.0
301,1975,1975,3,1.5,1.0,969,1,0,0,1,2,0,4,96134,"TULELAKE","CA","California",122000.0
302,1990,0,3,2.0,2.0,1360,0,0,1,1,3,0,3,98103,"SEATTLE","WA","Washington",532170.0
303,1947,0,3,1.0,1.5,1110,0,0,0,0,0,0,3,98107,"SEATTLE","WA","Washington",560000.0
304,2007,2008,2,3.0,1.0,1710,1,1,0,1,1,0,5,96135,"VINTON","CA","California",372402.0
305,1971,1971,4,2.5,2.0,1993,1,1,0,1,2,0,4,96137,"WESTWOOD","CA","California",190000.0
306,1954,0,3,1.0,1.0,1250,0,0,1,1,3,0,4,98003,"FEDERAL WAY","WA","Washington",282950.0
307,2006,0,4,3.25,2.0,5180,1,1,0,0,0,0,3,98006,"BELLEVUE","WA","Washington",2250000.0
308,1960,1975,1,2.0,1.0,1252,1,1,0,1,2,1,4,90201,"BELL GARDENS","CA","California",235000.0
309,1942,0,1,1.0,1.0,700,0,0,1,1,1,0,3,98115,"SEATTLE","WA","Washington",350000.0
310,1923,1950,4,1.0,1.0,1200,1,0,0,1,1,0,3,90202,"BELL","CA","California",125000.0
311,1967,0,3,1.0,1.0,1180,0,0,1,1,1,1,4,98058,"RENTON","WA","Washington",215000.0
312,1924,1950,2,1.0,1.5,1096,1,0,0,0,0,1,4,90270,"MAYWOOD","CA","California",79000.0
313,1950,1950,2,1.0,1.0,1040,0,0,0,1,2,0,4,90209,"BEVERLY HILLS","CA","California",109500.0
314,1996,0,5,3.5,2.0,3960,1,1,1,0,0,1,3,98056,"RENTON","WA","Washington",650000.0
315,2009,2010,4,2.5,2.0,1968,1,1,0,1,3,1,5,90210,"BEVERLY HILLS","CA","California",269500.0
316,1967,0,4,2.75,1.0,2640,1,0,0,1,3,0,3,98023,"FEDERAL WAY","WA","Washington",320000.0
317,2004,2005,3,2.5,2.0,1947,1,1,0,1,2,1,4,90211,"BEVERLY HILLS","CA","California",254900.0
318,1916,2013,3,2.0,1.5,1270,0,1,0,0,0,0,3,98022,"ENUMCLAW","WA","Washington",247000.0
319,1968,0,4,1.75,1.0,1760,0,1,1,1,3,1,4,98059,"RENTON","WA","Washington",320000.0
320,2005,2006,4,3.5,2.0,2462,1,1,0,1,2,1,5,90212,"BEVERLY HILLS","CA","California",320000.0
321,1962,0,5,2.25,1.0,2060,1,0,0,0,0,0,3,98146,"SEATTLE","WA","Washington",255000.0
322,1984,1984,3,2.0,1.0,1232,1,0,0,1,2,1,4,90213,"BEVERLY HILLS","CA","California",162500.0
323,2003,2004,3,3.5,2.0,2668,1,1,0,1,3,1,4,90220,"COMPTON","CA","California",412500.0
324,1962,0,3,1.75,1.0,1780,0,1,1,0,0,1,3,98034,"KIRKLAND","WA","Washington",438000.0
325,2000,0,3,2.5,2.0,3400,0,1,1,0,0,1,3,98075,"SAMMAMISH","WA","Washington",900000.0
326,2005,2005,3,2.0,1.0,1541,1,1,0,1,2,1,5,90221,"COMPTON","CA","California",220000.0
327,1956,1956,1,1.0,1.5,882,1,0,0,0,0,0,4,90222,"COMPTON","CA","California",103200.0
328,1979,0,3,2.75,1.0,1910,1,1,1,1,3,0,3,98034,"KIRKLAND","WA","Washington",441000.0
329,1975,0,3,2.0,1.0,2020,1,0,0,1,1,1,4,98027,"ISSAQUAH","WA","Washington",420000.0
330,1926,2004,3,2.0,1.0,1616,1,0,0,1,1,1,4,90223,"COMPTON","CA","California",152000.0
331,1940,1999,4,3.0,1.5,1355,1,0,0,0,0,0,4,90224,"COMPTON","CA","California",127500.0
332,1976,0,3,1.75,1.0,1580,1,0,0,1,1,0,3,98034,"KIRKLAND","WA","Washington",370000.0
333,1949,0,2,1.75,1.0,1340,1,1,1,0,0,1,5,98198,"SEATTLE","WA","Washington",269950.0
334,1955,1993,2,2.0,1.0,1867,1,1,0,1,1,1,4,90230,"CULVER CITY","CA","California",190000.0
335,1999,0,4,2.5,2.0,2680,0,0,0,1,1,1,3,98006,"BELLEVUE","WA","Washington",807100.0
336,2007,2007,3,2.5,2.0,2161,1,1,0,1,3,0,5,90231,"CULVER CITY","CA","California",325624.0
337,2004,2004,3,2.5,2.0,1720,1,1,0,1,2,0,4,90232,"CULVER CITY","CA","California",183500.0
338,1979,0,3,2.5,1.0,2680,1,0,0,1,3,1,4,98034,"KIRKLAND","WA","Washington",653000.0
339,1981,1981,2,2.5,1.0,1707,1,1,0,1,2,1,4,90233,"CULVER CITY","CA","California",228000.0
340,1964,0,3,2.0,1.0,1370,0,0,1,0,0,0,5,98133,"SEATTLE","WA","Washington",371500.0
341,1954,0,3,1.75,1.0,1560,0,0,0,1,3,0,3,98166,"SEATTLE","WA","Washington",284000.0
342,1941,1950,2,1.5,1.5,1382,1,0,0,1,2,0,4,90239,"DOWNEY","CA","California",128500.0
343,1978,0,3,1.75,1.0,2160,1,1,1,1,3,0,4,98023,"FEDERAL WAY","WA","Washington",272000.0
344,1960,1960,3,2.0,1.0,1656,1,1,0,1,2,0,4,90240,"DOWNEY","CA","California",215000.0
345,1987,1987,2,3.0,2.0,1767,1,1,0,1,2,1,4,90241,"DOWNEY","CA","California",239000.0
346,1955,0,3,1.5,1.5,1340,0,1,0,0,0,0,3,98133,"SEATTLE","WA","Washington",313000.0
347,1984,0,4,2.5,2.0,3880,1,0,1,1,2,0,3,98033,"KIRKLAND","WA","Washington",917500.0
348,1961,1961,3,2.5,1.0,1362,1,1,0,1,2,1,4,90242,"DOWNEY","CA","California",163000.0
349,1980,0,4,2.25,2.0,2590,0,0,0,1,1,0,4,98006,"BELLEVUE","WA","Washington",673000.0
350,1986,1986,3,3.0,1.0,1651,1,1,0,1,2,0,4,90245,"EL SEGUNDO","CA","California",184000.0
351,2008,0,3,2.5,2.0,1120,1,1,1,0,0,1,3,98122,"SEATTLE","WA","Washington",425000.0
352,1950,2001,4,3.0,1.0,2158,1,1,0,1,2,1,4,90247,"GARDENA","CA","California",243000.0
353,1986,0,5,2.75,1.0,1970,1,0,1,1,2,0,3,98144,"SEATTLE","WA","Washington",399950.0
354,1988,1989,4,3.0,2.0,2060,1,1,0,1,2,0,4,90248,"GARDENA","CA","California",211000.0
355,1901,0,3,1.0,1.0,1220,0,0,1,0,0,0,3,98122,"SEATTLE","WA","Washington",385000.0
356,1958,1958,4,3.0,1.5,1920,1,1,0,1,2,0,4,90249,"GARDENA","CA","California",172500.0
357,1975,0,3,1.5,1.0,1950,1,0,0,1,1,1,4,98022,"ENUMCLAW","WA","Washington",269950.0
358,2008,2009,1,3.0,1.0,2234,1,1,0,1,1,0,5,90250,"HAWTHORNE","CA","California",501837.0
359,1949,0,2,1.0,1.0,1350,1,1,0,0,0,1,3,98177,"SEATTLE","WA","Washington",330000.0
360,1923,2006,2,1.0,1.0,968,1,0,0,1,2,1,4,90251,"HAWTHORNE","CA","California",100000.0
361,2000,2000,3,2.5,2.0,1525,1,1,0,1,2,1,4,90255,"HUNTINGTON PARK","CA","California",177000.0
362,1988,0,3,2.5,2.0,1670,0,1,1,1,2,1,3,98030,"KENT","WA","Washington",260000.0
363,1920,1950,4,1.5,2.0,1802,1,1,0,1,1,0,4,90301,"INGLEWOOD","CA","California",200100.0
364,1925,0,4,3.0,1.5,2380,1,0,0,0,0,1,4,98126,"SEATTLE","WA","Washington",470000.0
365,1957,2006,3,1.0,1.0,1340,0,1,0,1,1,0,4,90302,"INGLEWOOD","CA","California",120000.0
366,1961,0,4,3.0,2.0,2440,0,1,1,1,2,0,5,98034,"KIRKLAND","WA","Washington",589000.0
367,2003,2003,3,2.5,1.5,2082,1,0,0,1,2,0,4,90303,"INGLEWOOD","CA","California",200000.0
368,1996,0,2,1.5,2.0,1050,0,0,0,1,3,0,3,98038,"MAPLE VALLEY","WA","Washington",163500.0
369,1908,1991,3,1.0,1.5,1252,1,0,0,1,2,0,4,90304,"INGLEWOOD","CA","California",127000.0
370,1993,0,4,2.75,2.0,3130,1,1,0,0,0,0,3,98052,"REDMOND","WA","Washington",835000.0
371,1892,1993,4,2.5,2.5,3608,1,1,0,1,3,0,4,90305,"INGLEWOOD","CA","California",475000.0
372,1986,0,5,3.0,1.0,4090,1,0,0,1,3,0,4,98033,"KIRKLAND","WA","Washington",1100000.0
373,1969,0,4,1.75,1.0,1490,1,1,1,0,0,1,4,98023,"FEDERAL WAY","WA","Washington",269000.0
374,1990,1991,3,3.0,3.0,1217,1,0,0,1,2,1,4,90306,"INGLEWOOD","CA","California",173000.0
375,1987,0,3,2.5,2.0,1900,0,1,0,0,0,0,3,98074,"SAMMAMISH","WA","Washington",560000.0
376,1916,1987,3,2.5,1.5,1656,1,0,0,1,1,1,4,90307,"INGLEWOOD","CA","California",135000.0
377,1901,0,4,1.0,1.5,1330,0,0,0,0,0,0,4,98103,"SEATTLE","WA","Washington",615000.0
378,1979,1979,2,3.0,3.0,1224,1,1,0,1,2,0,2,90308,"INGLEWOOD","CA","California",153337.0
379,1975,0,3,2.25,1.0,2230,1,1,0,1,1,1,3,98052,"REDMOND","WA","Washington",585188.0
380,2001,2002,0,2.5,1.0,1593,1,1,0,1,1,1,4,90309,"INGLEWOOD","CA","California",286000.0
381,1932,1994,3,2.5,2.0,2727,1,1,0,1,2,0,4,90310,"INGLEWOOD","CA","California",315000.0
382,1977,0,3,1.75,1.0,1650,1,0,1,1,1,1,3,98034,"KIRKLAND","WA","Washington",305000.0
383,1972,2004,4,2.5,2.0,1479,1,0,0,1,2,0,4,90311,"INGLEWOOD","CA","California",184000.0
384,1959,0,3,1.0,1.0,1190,0,0,1,0,0,0,3,98058,"RENTON","WA","Washington",166950.0
385,1999,1999,3,3.0,1.0,1431,1,0,0,1,2,1,4,90312,"INGLEWOOD","CA","California",192000.0
386,1959,0,3,2.5,1.0,2140,0,0,1,0,0,0,4,98040,"MERCER ISLAND","WA","Washington",799000.0
387,2004,2004,3,2.0,2.0,1709,1,0,0,1,2,0,4,90260,"LAWNDALE","CA","California",130000.0
388,1962,0,3,2.5,1.0,2180,1,0,1,1,2,1,4,98133,"SEATTLE","WA","Washington",400000.0
389,1948,0,3,1.0,1.0,1060,0,1,0,1,1,1,3,98155,"SEATTLE","WA","Washington",230000.0
390,1972,1972,3,1.0,1.0,864,1,0,0,1,1,0,4,90261,"LAWNDALE","CA","California",127000.0
391,2003,0,3,2.5,2.0,1690,0,1,1,0,0,0,3,98023,"FEDERAL WAY","WA","Washington",256883.0
392,1976,1976,3,2.5,2.0,1456,1,1,0,1,2,0,4,90001,"LOS ANGELES","CA","California",148500.0
393,2007,2007,3,3.0,1.0,1726,1,1,0,1,3,1,5,90002,"LOS ANGELES","CA","California",311872.0
394,1920,0,4,2.0,1.5,1970,1,1,1,0,0,1,5,98108,"SEATTLE","WA","Washington",423000.0
395,1918,1990,4,3.5,2.0,3112,1,1,1,1,2,0,5,90003,"LOS ANGELES","CA","California",235000.0
396,2007,0,3,2.5,2.0,2150,0,1,0,1,2,0,3,98126,"SEATTLE","WA","Washington",465000.0
397,1912,1950,5,1.0,2.5,2229,1,0,0,0,0,0,5,90004,"LOS ANGELES","CA","California",104000.0
398,1997,0,3,2.5,2.0,1910,0,1,1,1,3,1,3,98024,"FALL CITY","WA","Washington",440000.0
399,2004,2005,3,3.0,1.0,1713,1,1,0,1,3,0,4,90005,"LOS ANGELES","CA","California",274900.0
400,1969,0,3,1.75,1.0,1350,0,1,0,1,3,1,4,98038,"MAPLE VALLEY","WA","Washington",385000.0
401,2003,2004,2,2.0,1.0,1121,1,0,0,1,2,1,4,96101,"ALTURAS","CA","California",140000.0
402,1943,0,3,1.0,1.0,860,0,1,1,1,3,1,4,98056,"RENTON","WA","Washington",210000.0
403,1977,1977,3,2.5,1.0,1279,1,1,0,1,2,1,4,96103,"BLAIRSDEN-GRAEAGLE","CA","California",171500.0
404,1994,0,3,2.5,2.0,1940,0,1,1,1,3,0,3,98042,"KENT","WA","Washington",297000.0
405,1952,0,3,1.0,1.0,1010,0,0,1,1,3,0,3,98107,"SEATTLE","WA","Washington",470000.0
406,1924,1950,2,2.0,1.5,1310,1,0,0,1,1,1,4,96140,"CARNELIAN BAY","CA","California",112000.0
407,1976,0,3,1.5,1.0,1300,1,0,0,1,2,1,4,98023,"FEDERAL WAY","WA","Washington",226500.0
408,2004,2004,1,2.0,1.0,848,1,1,0,1,2,1,4,96104,"CEDARVILLE","CA","California",149000.0
409,1962,0,3,1.0,1.0,910,0,1,1,0,0,1,4,98059,"RENTON","WA","Washington",274250.0
410,1947,1950,2,1.5,1.5,1284,1,0,0,1,1,0,4,96105,"CHILCOOT","CA","California",110000.0
411,1990,1990,3,2.0,1.0,1442,1,0,0,1,2,1,4,96106,"CLIO","CA","California",180500.0
412,1966,0,4,1.75,1.0,2480,1,0,1,0,0,0,4,98040,"MERCER ISLAND","WA","Washington",840000.0
413,1962,1962,3,1.5,1.0,1696,1,1,0,1,1,1,4,96107,"COLEVILLE","CA","California",143900.0
414,2010,0,3,2.5,2.0,2440,0,0,1,1,3,1,3,98052,"REDMOND","WA","Washington",677900.0
415,1915,0,3,1.0,1.0,1010,0,1,1,0,0,0,3,98116,"SEATTLE","WA","Washington",425000.0
416,1960,1960,3,2.0,1.0,1100,1,1,0,1,1,0,4,96108,"DAVIS CREEK","CA","California",141000.0
417,1988,1989,3,3.5,2.0,2062,1,1,0,1,2,0,4,96109,"DOYLE","CA","California",277000.0
418,1941,0,2,0.75,1.0,900,0,0,0,1,3,0,3,98166,"SEATTLE","WA","Washington",180250.0
419,1964,1964,3,2.0,1.0,1092,1,0,0,1,2,1,4,96111,"FLORISTON","CA","California",145000.0
420,1920,1994,6,3.0,2.0,2300,1,0,0,1,2,1,3,98133,"SEATTLE","WA","Washington",464000.0
421,1925,1950,2,2.0,1.0,864,1,0,0,0,0,0,4,96111,"FLORISTON","CA","California",98000.0
422,1993,0,4,2.25,2.0,1550,0,1,0,1,2,0,3,98038,"MAPLE VALLEY","WA","Washington",320000.0
423,2009,2009,3,2.0,1.0,1212,1,0,0,1,2,1,4,96112,"FORT BIDWELL","CA","California",186000.0
424,2014,0,3,2.25,2.0,1270,1,0,0,1,1,0,3,98105,"SEATTLE","WA","Washington",625504.0
425,2009,2009,3,3.5,2.0,1852,1,1,0,1,2,0,5,96113,"HERLONG","CA","California",252678.0
426,1983,0,4,2.5,1.0,2240,0,0,0,1,2,0,3,98074,"SAMMAMISH","WA","Washington",592500.0
427,2005,0,3,2.5,2.0,2714,0,1,0,1,2,0,3,98001,"AUBURN","WA","Washington",465000.0
428,1995,1995,3,1.5,1.0,990,1,0,0,1,2,0,4,96141,"HOMEWOOD","CA","California",156000.0
429,1977,1977,3,1.5,2.0,1392,1,0,0,1,1,0,4,96142,"TAHOMA","CA","California",161750.0
430,1978,0,4,2.75,2.0,1720,0,1,1,1,1,1,3,98118,"SEATTLE","WA","Washington",477000.0
431,1957,1996,2,1.5,1.0,1236,1,1,0,1,1,0,4,96114,"JANESVILLE","CA","California",134450.0
432,1923,0,2,1.0,1.0,850,0,0,1,0,0,0,3,98168,"SEATTLE","WA","Washington",280000.0
433,2004,2004,3,3.0,1.0,1436,1,0,0,1,2,0,4,96136,"WENDEL","CA","California",210000.0
434,1957,1991,5,3.0,1.0,3300,1,0,1,1,2,0,3,98040,"MERCER ISLAND","WA","Washington",1510000.0
435,2000,0,3,2.5,2.0,2250,0,0,1,1,2,1,3,98146,"SEATTLE","WA","Washington",445838.0
436,1925,1950,3,1.0,2.0,1328,1,0,0,1,1,1,3,96143,"KINGS BEACH","CA","California",107000.0
437,1939,2006,3,2.0,1.5,1954,1,1,0,1,2,0,4,96115,"LAKE CITY","CA","California",311500.0
438,1947,0,2,2.25,1.0,3900,1,0,1,0,0,1,3,98144,"SEATTLE","WA","Washington",1070000.0
439,1947,0,2,1.5,1.0,1320,0,1,1,0,0,0,4,98177,"SEATTLE","WA","Washington",467000.0
440,2005,2006,2,2.0,1.0,1248,1,0,0,1,2,1,5,96116,"LIKELY","CA","California",167240.0
441,1999,0,4,2.5,2.0,2760,0,1,1,1,1,0,3,98075,"SAMMAMISH","WA","Washington",686000.0
442,2006,2006,2,2.0,1.0,1498,1,0,0,1,2,0,5,96117,"LITCHFIELD","CA","California",204900.0
443,1961,0,3,2.0,1.0,1750,1,1,1,0,0,1,3,98198,"SEATTLE","WA","Washington",279950.0
444,2002,2002,4,2.5,2.0,2267,1,1,0,1,2,0,4,96118,"LOYALTON","CA","California",200000.0
445,1987,0,4,2.25,2.0,2330,0,0,0,1,2,0,3,98011,"BOTHELL","WA","Washington",527000.0
446,1975,1975,3,3.5,2.0,1552,1,1,0,1,2,1,4,96119,"MADELINE","CA","California",179900.0
447,1971,1971,2,1.0,1.0,864,1,0,0,1,2,0,5,96120,"MARKLEEVILLE","CA","California",97000.0
448,1966,0,3,2.25,1.0,2220,1,1,1,0,0,1,4,98030,"KENT","WA","Washington",325000.0
449,2003,2003,3,2.0,1.0,2392,1,1,0,1,3,1,4,96121,"MILFORD","CA","California",386250.0
450,1994,0,3,2.25,2.0,2020,0,1,0,1,2,1,3,98038,"MAPLE VALLEY","WA","Washington",328000.0
451,1942,0,3,2.25,1.0,1250,0,0,0,0,0,1,5,98146,"SEATTLE","WA","Washington",390000.0
452,1971,1971,3,2.5,2.0,1302,1,0,0,1,1,0,5,96122,"PORTOLA","CA","California",112000.0
453,1995,1995,4,2.5,2.0,2520,1,1,0,1,3,1,5,96129,"BECKWOURTH","CA","California",290000.0
454,2005,0,2,2.0,1.0,1510,0,1,1,1,2,0,3,98053,"REDMOND","WA","Washington",479950.0
455,1978,0,4,2.25,1.0,1720,1,1,1,0,0,1,4,98023,"FEDERAL WAY","WA","Washington",264950.0
456,1970,1970,2,1.5,2.0,987,1,0,0,1,1,0,4,96123,"RAVENDALE","CA","California",106000.0
457,1967,1967,3,1.0,1.0,912,1,1,0,1,1,1,4,96132,"TERMO","CA","California",125000.0
458,1961,0,3,1.0,1.0,1430,1,0,1,0,0,1,4,98031,"KENT","WA","Washington",235000.0
459,2005,2006,2,2.0,1.0,1555,1,1,0,1,2,0,4,96124,"CALPINE","CA","California",192500.0
460,2004,0,3,2.5,2.0,1480,0,1,1,0,0,1,3,98053,"REDMOND","WA","Washington",516500.0
461,1959,1959,3,2.0,1.0,1194,1,0,0,1,1,0,4,96125,"SIERRA CITY","CA","California",148000.0
462,1915,1978,2,1.75,2.0,1450,1,0,1,0,0,1,3,98166,"SEATTLE","WA","Washington",655000.0
463,1960,0,4,2.75,1.0,2280,0,0,1,1,1,1,5,98059,"RENTON","WA","Washington",500000.0
464,1995,1996,4,3.5,2.0,2794,1,1,0,1,3,0,4,96126,"SIERRAVILLE","CA","California",403000.0
465,1978,0,6,2.75,1.0,2940,1,1,0,0,0,0,3,98023,"FEDERAL WAY","WA","Washington",315000.0
466,1972,1972,2,1.5,2.0,987,1,1,0,1,1,1,4,96150,"SOUTH LAKE TAHOE","CA","California",94500.0
467,1961,0,2,1.0,1.0,1000,0,0,1,0,0,1,3,98024,"FALL CITY","WA","Washington",213000.0
468,1976,1976,3,2.0,1.0,894,1,0,0,1,1,0,4,96151,"SOUTH LAKE TAHOE","CA","California",128200.0
469,1947,0,3,1.5,1.5,2480,1,0,1,0,0,0,5,98108,"SEATTLE","WA","Washington",475000.0
470,2002,2002,4,3.5,2.0,1960,1,1,0,1,2,0,4,96152,"SOUTH LAKE TAHOE","CA","California",216500.0
471,1971,1971,2,1.5,2.0,987,1,0,0,1,1,0,4,96154,"SOUTH LAKE TAHOE","CA","California",89500.0
472,1983,0,5,4.0,2.0,3760,0,0,0,0,0,0,3,98033,"KIRKLAND","WA","Washington",1030000.0
473,1976,0,3,2.0,1.0,2220,1,0,0,1,3,0,5,98010,"BLACK DIAMOND","WA","Washington",416000.0
474,2004,2004,3,2.0,1.0,1414,1,0,0,1,2,1,4,96155,"SOUTH LAKE TAHOE","CA","California",185500.0
475,1904,2005,4,1.0,1.5,1970,1,0,1,1,2,1,3,98122,"SEATTLE","WA","Washington",410000.0
476,1993,2003,3,2.5,2.0,1744,1,0,0,1,2,1,4,96156,"SOUTH LAKE TAHOE","CA","California",194500.0
477,1993,0,3,3.5,2.0,3830,1,0,1,0,0,1,3,98077,"WOODINVILLE","WA","Washington",800000.0
478,2007,2007,3,2.0,1.0,1694,1,0,0,1,3,1,5,96157,"SOUTH LAKE TAHOE","CA","California",318000.0
479,1945,1950,3,1.5,1.5,1487,1,1,0,1,1,1,4,96158,"SOUTH LAKE TAHOE","CA","California",113000.0
